6.01.(a),PS-2,PS-3
6.03.05.(c),CM-3,CM-4,CP-10,RA-5,SA-7,SI-1,SI-2,SI-5
6.03.05.(d),AC-1,IA-1,AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9,AC-2,PS-4,PS-5,AC-1,AC-2,AC-3,AC-11,AU-2,AU-11,IA-1,IA-2,IA-5,IA-6,IA-8,SC-10
6.03.06.(a),AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9,AC-2,PS-4,PS-5
6.03.06.(b),AC-1,IA-1,AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9
6.03.07.(a),SA-4,SC-20,SC-21,SC-22,SC-23,SC-24
6.03.07.(b),SA-4,SC-20,SC-21,SC-22,SC-23,SC-24
6.03.07.(c),SA-4,SC-20,SC-21,SC-22,SC-23,SC-24
6.03.07.(d),SA-4,SC-20,SC-21,SC-22,SC-23,SC-24
6.04.01.(a),AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9,AC-4,SC-2,SC-3,SC-7
6.04.01.(b),AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9
6.04.01.(c),AC-1,IA-1
6.04.01.(d),AC-1,AC-2,AC-5,AC-6,AU-1,AU-6,SI-1,SI-4,AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9
6.04.01.(e),AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9
6.04.01.(f),AC-1,IA-1
6.04.01.(g),AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9,AC-4,SC-2,SC-3,SC-7
6.04.02.(a),AC-1,IA-1
6.04.02.(b),AC-1,IA-1,AC-2,PS-4,PS-5
6.04.02.(c),AC-1,IA-1
6.04.03.(a),AC-1,AC-4,SC-1,SC-16,RA-2,AC-4,CA-3,RA-2,RA-3,MP-8,PM-9,SI-12
6.04.03.(b),AC-1,IA-1
6.04.03.(c),AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9,AC-4,SC-2,SC-3,SC-7
6.04.04.(a),SC-12,SC-13,SC-17,SC-28
6.04.04.(b),SC-12,SC-13,SC-17,SC-28
6.04.04.(c),SC-12,SC-13,SC-17,SC-28
6.04.04.(d),SC-12,SC-13,SC-17,SC-28
6.04.04.(e),SC-12,SC-13,SC-17,SC-28
6.04.05.(a),AC-18,IA-3,IA-7,SC-7,SC-8,SC-9,SC-13,SC-16,SC-23,SI-8
6.04.05.(b),AC-1,AC-2,AC-3,AC-11,AU-2,AU-11,IA-1,IA-2,IA-5,IA-6,IA-8,SC-10
6.04.05.(c),AC-18,IA-3,IA-7,SC-7,SC-8,SC-9,SC-13,SC-16,SC-23,SI-8
6.04.05.(d),SC-12,SC-13,SC-17,SC-28
6.04.05.(e),SC-12,SC-13,SC-17,SC-28
6.04.06.(a),AC-1,IA-1
6.04.07.(a),AU-1,AU-2,AU-3,AU-4,AU-5,AU-6,AU-7,AU-9,AU-11,AU-12,AU-14,SI-4,SC-7
6.04.07.(b),IR-1,IR-2,IR-3,IR-4,IR-5,IR-7,IR-8,AU-6,AU-7,AU-9,AU-11,IR-5,IR-7,IR-8
6.04.08.(a),AC-1,IA-1
6.04.08.(b),AC-1,IA-1
6.04.08.(c),AC-1,IA-1
6.04.08.02.(a),AC-1,AC-2,AC-5,AC-6,AU-1,AU-6,SI-1,SI-4,AC-3,AC-5,AC-6,IA-2,IA-4,IA-5,IA-8,MA-5,PS-6,SA-7,SI-9,AC-4,SC-2,SC-3,SC-7
6.04.08.02.(b),SC-12,SC-13,SC-17,SC-28,AC-4,SC-2,SC-3,SC-7
6.04.08.03.(a),AC-1,IA-1
6.04.08.03.(b),AC-1,IA-1
6.05.(a),IA-3,IA-4,CM-8
6.05.(b),CM-8
6.05.(c),CM-8,AC-4,SC-2,SC-3,SC-7
6.07.(a),CP-1,CP-2,CP-3,CP-4,CP-6,CP-7,CP-8,CP-9,CP-10,PE-17,RA-3
6.07.(b),CP-1,CP-2,CP-3,CP-4,CP-6,CP-7,CP-8,CP-9,CP-10,PE-17,RA-3
6.07.(c),CP-1,CP-2,CP-3,CP-4,CP-6,CP-7,CP-8,CP-9,CP-10,PE-17,RA-3
6.07.(d),PE-1,PE-13,PE-14,PE-15,PE-18,PE-1,PE-5,PE-14,PE-15,PE-18
6.07.01.(a),AU-1,AU-2,AU-3,AU-4,AU-5,AU-6,AU-7,AU-9,AU-11,AU-12,AU-14,SI-4,IR-1,IR-2,IR-3,IR-4,IR-5,IR-7,IR-8,IR-2,IR-6,IR-7,SI-4,SI-5,IR-4,IR-5,IR-8
6.07.01.(b),CP-2,CP-3,CP-4
6.07.01.(c),CP-2,CP-6,CP-7,CP-8,CP-9,SI-12,AU-11,AU-1,AU-2,AU-3,AU-4,AU-5,AU-6,AU-7,AU-9,AU-11,AU-12,AU-14,SI-4,SC-7
6.07.01.(d),IR-1,IR-2,IR-3,IR-4,IR-5,IR-7,IR-8
6.07.01.(e),IR-1,IR-2,IR-3,IR-4,IR-5,IR-7,IR-8
6.07.01.(f),IR-1,IR-2,IR-3,IR-4,IR-5,IR-7,IR-8,AU-6,AU-7,AU-9,AU-11,IR-5,IR-7,IR-8
6.07.01.(g),IR-1,IR-2,IR-3,IR-4,IR-5,IR-7,IR-8
6.07.01.(h),IR-1,IR-2,IR-3,IR-4,IR-5,IR-7,IR-8,AU-6,AU-7,AU-9,AU-11,IR-5,IR-7,IR-8
6.07.01.(i),IR-4,IR-5,IR-8
6.07.01.(j),CP-2,CP-3,CP-4
6.07.01.(l),CP-2,CP-3,CP-4
6.07.01.(m),CA-1,CA-2,CA-6,RA-5
6.07.01.(n),CA-1,CA-2,CA-6,RA-5
6.07.01.(o),CM-2,SA-2,SA-4,CM-3,CM-4,CP-10,RA-5,SA-7,SI-1,SI-2,SI-5
6.08.(a),PE-1,PE-4,PE-13,PE-1,PE-13,PE-14,PE-15,PE-18,PE-1,PE-5,PE-14,PE-15,PE-18,CP-8,PE-1,PE-9,PE-10,PE-11,PE-12,PE-13,PE-14,PE-2,PE-3,PE-6,PE-7,PE-8,PE-18,AC-17,MA-1,PE-1,PE-16,PE-17,PE-2,PE-3,PE-4,PE-5,PE-6,PE-7,PE-16,PE-18,MA-1,MA-2,PE-16,PE-2,PE-3,PE-6,PE-18,PL-5,RA-2,RA-3
6.09.(a),PE-1,PE-13,PE-14,PE-15,PE-18,PE-1,PE-5,PE-14,PE-15,PE-18
6.09.(b),PE-1,PE-13,PE-14,PE-15,PE-18,PE-1,PE-5,PE-14,PE-15,PE-18
6.09.(c),PE-1,PE-4,PE-13
6.09.(d),PE-1,PE-13,PE-14,PE-15,PE-18,PE-1,PE-5,PE-14,PE-15,PE-18
6.09.(e),CP-8,PE-1,PE-9,PE-10,PE-11,PE-12,PE-13,PE-14
6.09.(f),PE-1,PE-4,PE-13,CP-8,PE-1,PE-9,PE-10,PE-11,PE-12,PE-13,PE-14
6.09.(g),PE-1,PE-4,PE-13
6.09.(h),MA-2,MA-3,MA-4,MA-5,MA-6
6.09.(i),PE-2,PE-3,PE-6,PE-7,PE-8,PE-18,PE-2,PE-3,PE-4,PE-5,PE-6,PE-7,PE-16,PE-18,PE-2,PE-3,PE-6,PE-18
6.09.(j),AC-17,MA-1,PE-1,PE-16,PE-17,MA-1,MA-2,PE-16
6.10.(a),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1
6.10.(b),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1
6.10.(c),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1
6.10.(d),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1
6.10.(e),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1
6.10.(f),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1
6.10.(g),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1
6.10.(h),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1,CA-3,MP-5,PS-7,SA-6,SA-7,SA-9
6.10.(i),AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IA-7,IR-1,MA-1,MP-1,PE-1,PL-1,PM-1,PS-1,RA-1,RA-2,SA-1,SA-6,SC-1,SC-13,SI-1,CA-3,MP-5,PS-7,SA-6,SA-7,SA-9
