A.10.1,IA-5,SC-12,SC-12,SC-13
A.14.2.4,SA-9,SA-10,CM-1,CM-3,CM-11,SI-7,SC-7,AC-4,AC-4(21)
A.14.2.7,RA-5,SA-3,SI-2,SI-10,SA-1,SA-10,SA-9(1),SA-9,SA-10
A.14.2.9,SA-9,SA-10,CM-1,CM-3,SC-7,AC-4,AC-4(21)
A.14.3.1,SA-1,SA-10,SA-9(1),SA-9,SA-10,CM-1,CM-3
A.15.1.2,SA-9,SA-10,SA-9,SA-9,SA-9
A.15.2.1,SA-9,SA-10,SA-9
A.15.2.2,SA-9,SA-10,CA-5,RA-1
A.16.1.1,CM-8(3),CM-1,CM-9,IR-1,IR-4,IR-5,IR-8,IR-9,IR-2,IR-6,IR-9,IR-9(1),SA-9
A.16.1.2,AU-9,RA-5(8),CM-8(3),CM-1,CM-9,IR-1,IR-4,IR-5,IR-8,IR-9,IR-2,IR-6,IR-9,IR-9(1),SA-9
A.16.1.3,CM-1,CM-3,CM-8(3),CM-1,CM-9,IR-2,IR-6,IR-9,IR-9(1),SA-9
A.16.1.4,CM-8(3),CM-1,CM-9
A.16.1.5,CM-8(3),CM-1,CM-9
A.16.1.6,CM-8(3),CM-1,CM-9,IR-4,IR-5,IR-8
A.16.1.7,AU-9,RA-5(8),CM-8(3),CM-1,CM-9,IR-4,IR-8,SA-9(5),SC-7(13)
A.17.1.1,CP-1,CP-2,CP-2(1),CP-2(2),CP-2(3),CP-2(8),RA-3,CA-5,RA-1,RA-3
A.17.1.2,CP-1,CP-2,CP-2(1),CP-2(2),CP-2(3),CP-2(8),CP-3,CP-1,CP-2,CP-2(1),CP-2(2),CP-2(3),CP-2(8),CP-3,CP-1,CP-2,CP-2(1),CP-2(2),CP-2(3),CP-2(8),RA-3
A.18.1.1,RA-2,PL-2,RA-2,RA-3,RA-3,SC-8,SC-8(1),SC-8,AC-4,AC-4(21),AC-3,AC-6,AC-6(1),AC-6(2),AC-6(5),AC-6(10),IA-5,AT-1,AT-2,CM-11,AC-19,AC-20,CM-11,AC-19,AT-2,CM-11,AC-20,AT-2,PS-6,AC-20,AC-19,AC-20,AC-20,SA-9,CA-3,AC-19,CM-2,AC-20,PL-4,PS-6,CM-1,CM-8(1),CM-8(3),CM-8(5),CM-9,SC-28,SC-28,AC-19(5),AC-19,AC-20,AC-20(1),CM-1,CM-3,AC-20,AC-20(1),AC-19,AC-8,AC-20,AC-11,AC-11(1),AC-20,AC-20(1),CM-9,CM-11,AC-20,AC-20(1),AC-19,IA-1,IA-5(1),IA-5(4),AC-19,AC-20,AC-20(1),AC-20,SI-3,CM-11,AC-19,MP-6,AC-20,AC-19,CM-2(1),CM-2(2),CM-11,SI-6,AC-20,AC-19,AC-20,AC-19,SA-9,PS-7,AC-5,AC-6,CA-2
A.18.1.3,RA-2,PL-2,SA-1,SA-10,SA-9(1),SC-8,SC-8,SC-13,SC-28,SC-28,RA-2,RA-3,AC-2,AC-3,AC-5,AC-6,CM-5,CM-5,CM-11,SA-10,AU-9,RA-5(8),IR-4,IR-8,SA-9(5),SC-7(13)
A.18.1.4,RA-2,PL-2,SI-10,AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,PL-2,SC-1,SA-1,SA-10,SA-9(1),RA-2,SC-8,SC-8(1),AC-2,AC-3,AC-4,AC-5,AC-6,PS-6,SC-8,SC-8,SC-13,SC-28,SC-28,RA-2,RA-3,AC-19,SC-7,SC-7(5),SC-7(4),AC-4,AC-4(21),AC-4,AC-4(21),SC-4
A.18.1.5,RA-2,PL-2,SC-12,SC-13
A.18.2.1,CA-2(1),CA-7(1),SA-9,SA-10
A.18.2.2,RA-5,SA-3,SI-2,SI-10,SA-9,SA-10,CM-1,CM-3,AT-1,AT-3,CA-5,RA-1,RA-3,SC-8,SC-8(1),SC-8,AC-4,AC-4(21),AC-3,AC-6,AC-6(1),AC-6(2),AC-6(5),AC-6(10),IA-5,AT-1,AT-2,CM-11,AC-19,AC-20,CM-11,AC-19,AT-2,CM-11,AC-20,AT-2,PS-6,AC-20,AC-19,AC-20,AC-20,SA-9,CA-3,AC-19,CM-2,AC-20,PL-4,PS-6,CM-1,CM-8(1),CM-8(3),CM-8(5),CM-9,SC-28,SC-28,AC-19(5),AC-19,AC-20,AC-20(1),CM-1,CM-3,AC-20,AC-20(1),AC-19,AC-8,AC-20,AC-11,AC-11(1),AC-20,AC-20(1),CM-9,CM-11,AC-20,AC-20(1),AC-19,IA-1,IA-5(1),IA-5(4),AC-19,AC-20,AC-20(1),AC-20,SI-3,CM-11,AC-19,MP-6,AC-20,AC-19,CM-2(1),CM-2(2),CM-11,SI-6,AC-20,AC-19,AC-20,AC-19,SA-9,PS-7,AC-5,AC-6,CA-2
A.18.2.3,SA-9,SA-10,CM-1,CM-3,CM-2,CM-2(1),CM-3,CM-6,SA-4,SA-10,CA-5,RA-1,RA-3,SC-8,SC-8(1),AU-9,RA-5(8),SC-8,AC-4,AC-4(21),AC-3,AC-6,AC-6(1),AC-6(2),AC-6(5),AC-6(10),IA-5,AT-1,AT-2,CM-11,AC-19,AC-20,CM-11,AC-19,AT-2,CM-11,AC-20,AT-2,PS-6,AC-20,AC-19,AC-20,AC-20,SA-9,CA-3,AC-19,CM-2,AC-20,PL-4,PS-6,CM-1,CM-8(1),CM-8(3),CM-8(5),CM-9,SC-28,SC-28,AC-19(5),AC-19,AC-20,AC-20(1),CM-1,CM-3,AC-20,AC-20(1),AC-19,AC-8,AC-20,AC-11,AC-11(1),AC-20,AC-20(1),CM-9,CM-11,AC-20,AC-20(1),AC-19,IA-1,IA-5(1),IA-5(4),AC-19,AC-20,AC-20(1),AC-20,SI-3,CM-11,AC-19,MP-6,AC-20,AC-19,CM-2(1),CM-2(2),CM-11,SI-6,AC-20,AC-19,AC-20,AC-19,SA-9,PS-7,AC-5,AC-6,CA-2
A.5.1.2,CA-5,RA-1,AC-1,AT-1,AU-1,CA-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PE-1,PL-1,RA-1,RA-3,SA-1,SC-1,SI-1
A.6.1.1,AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,SC-1,CM-1,CM-3,AC-2,AC-3,AC-4,AC-5,AC-6,PS-6,PS-1,PS-1,IR-2,IR-6,IR-9,IR-9(1),SA-9
A.6.1.2,CM-11,SI-7,AC-1,AC-2,AC-2,AC-5
A.6.1.3,IR-6,IR-7(2),IR-8
A.6.1.4,IR-6,IR-7(2),IR-8
A.6.2.1,AC-19
A.6.2.2,AC-19
A.7.1.1,PS-3
A.7.1.2,PS-6
A.7.2.1,AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,SC-1,AT-1,AT-3,IR-2,IR-6,IR-9,IR-9(1),SA-9
A.7.2.2,AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,SC-1,AT-1,AT-3,AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,AT-2,AT-1,PS-1,AC-2,PL-4,SC-1,IR-2,IR-6,IR-9,IR-9(1),SA-9,IR-4,IR-8,SA-9(5),SC-7(13)
A.7.2.3,PS-8,IR-4,IR-8,SA-9(5),SC-7(13)
A.7.3.1,PS-2
A.8,CP-2,CP-2,CM-8
A.8.1.1,MP-6,MA-2,PS-4,AC-18
A.8.1.2,MP-6,MA-2,AC-2,AC-3,AC-4,AC-5,AC-6,PS-6,PS-4,AC-18
A.8.1.3,AC-19,AC-18
A.8.1.4,PS-4
A.8.2.1,RA-2,PL-2,RA-2,RA-2,SC-8,SC-8(1),AC-19
A.8.2.2,MP-1,MP-3,RA-2,RA-3
A.8.2.3,SI-12,MP-1,MP-3,SC-12,SC-13
A.8.3.1,MP-1,MP-3,AC-19
A.8.3.2,MP-1,MP-6,AC-19
A.8.3.3,SC-8,SC-8,SC-13,SC-28,SC-28,AC-19,AC-18
A.9.1.1,SI-10,AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,PL-2,SC-1,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-2,MA-3,MA-4,AC-3,CM-5,CM-5,CM-5,AC-4,AC-20,AC-20,CA-3,SA-9,AU-6,SI-4,SI-4,PS-7,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5,SC-7,AC-4,AC-4(21)
A.9.1.2,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AC-2,CM-6,CM-6,CM-7,CM-7,CM-7,CM-11,MA-3,MA-4,SC-7,SC-7(5),SC-7(4),AC-4,AC-4(21)
A.9.2,AC-1,AC-2,IA-1,IA-2,IA-5,PS-2,IA-2,IA-5
A.9.2.1,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-1,AC-2,IA-1,IA-2,IA-5,PS-2,AC-4,AC-20,AC-20,CA-3,SA-9,AU-6,SI-4,SI-4,PS-7,IA-2,IA-5,AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5,AC-18
A.9.2.2,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-1,AC-2,IA-1,IA-2,IA-5,PS-2,AC-4,AC-20,AC-20,CA-3,SA-9,AU-6,SI-4,SI-4,PS-7,IA-2,IA-5,AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5,AC-18
A.9.2.3,AC-1,AC-2,IA-1,IA-2,IA-5,PS-2,IA-2,IA-5,AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AU-9,RA-5(8)
A.9.2.4,AC-1,AC-2,IA-1,IA-2,IA-5,PS-2,IA-2,IA-5,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
A.9.2.5,AT-1,AT-3,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,AC-1,AC-2,IA-1,IA-2,IA-5,PS-2,AC-4,AC-20,AC-20,CA-3,SA-9,AU-6,SI-4,SI-4,PS-7,IA-2,IA-5,AC-2,AC-2,AC-2,AC-2,AU-6,CM-5,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
A.9.2.6,AC-1,AC-2,IA-1,IA-2,IA-5,PS-2,AC-4,AC-20,AC-20,CA-3,SA-9,AU-6,SI-4,SI-4,PS-7,IA-2,IA-5,AC-2,AC-2,AC-2,AC-2,PS-4,PS-5,PS-7,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
A.9.3.1,AT-1,PS-1,AC-2,PL-4,SC-1,IA-2,IA-5
A.9.4.1,RA-5,SA-3,SI-2,SI-10,SI-10,AC-1,AU-1,AT-1,CM-1,CP-1,IA-1,IR-1,MA-1,MP-1,PS-1,PE-1,PL-1,RA-1,CA-1,SI-1,SA-1,PL-2,SC-1,CM-11,SI-7,AC-1,AC-2,AC-2,AC-2,AC-2,AC-2,AC-3,AC-4,AC-6,IA-1,IA-2,IA-2,IA-2,IA-2,IA-2,IA-4,IA-5,IA-5,IA-5,IA-5,IA-5,PS-4,PS-5,SC-2,IA-2,IA-5,AC-2,AC-6,AC-6,IA-2,IA-4,PS-7,AU-9,RA-5(8),AC-4,AC-4(21),SC-4,SA-9
A.9.4.2,RA-5,SA-3,SI-2,SI-10,IA-2,IA-5,AC-2,IA-2,IA-4,IA-5,PS-4,PS-5
A.9.4.3,IA-2,IA-5
A.9.4.4,CM-11,SI-7,AC-2,MA-3,MA-4,AC-3,CM-5,CM-5,CM-5,AC-2,CM-6,CM-6,CM-7,CM-7,CM-7,CM-11,MA-3,MA-4,AU-9,RA-5(8)
A.9.4.5,SA-1,SA-10,SA-9(1),SA-9,SA-10,CM-1,CM-3,AC-2,AC-3,AC-5,AC-6,CM-5,CM-5,CM-11,SA-10,IA-2,IA-5
